W_L_9999999;https://github.com/peregrine-collegia/POD/wiki/FAQ ;;;;;;;;;;;;x
W_L_505072;http://whitewolf.wikia.com/wiki/Salianna ;;;;;;;;;;;;x
W_L_505073;http://whitewolf.wikia.com/wiki/Esclarmonde_la_Noire ;;;;;;;;;;;;x
W_L_505075;http://whitewolf.wikia.com/wiki/Baba_Yaga ;;;;;;;;;;;;x
W_L_505018;http://whitewolf.wikia.com/wiki/Augustus_Giovanni ;;;;;;;;;;;;x
W_L_505071;http://whitewolf.wikia.com/wiki/Mithras_(VTM) ;;;;;;;;;;;;x
W_L_505050;http://whitewolf.wikia.com/wiki/Hardestadt_the_Elder ;;;;;;;;;;;;x
W_L_505070;http://whitewolf.wikia.com/wiki/Montano ;;;;;;;;;;;;x
W_L_505052;http://whitewolf.wikia.com/wiki/Bulscu ;;;;;;;;;;;;x
W_L_505084;http://whitewolf.wikia.com/wiki/Etrius ;;;;;;;;;;;;x
W_L_505053;http://whitewolf.wikia.com/wiki/Vladimir_Rustovich ;;;;;;;;;;;;x
W_L_505085;http://whitewolf.wikia.com/wiki/Guillaume ;;;;;;;;;;;;x
W_L_505086;http://whitewolf.wikia.com/wiki/J%C3%BCrgen ;;;;;;;;;;;;x
W_L_505087;http://whitewolf.wikia.com/wiki/Lotharius ;;;;;;;;;;;;x
W_L_505088;http://whitewolf.wikia.com/wiki/Einherjar ;;;;;;;;;;;;x
W_L_505089;http://whitewolf.wikia.com/wiki/Josef_Zvi ;;;;;;;;;;;;x
W_L_505090;http://whitewolf.wikia.com/wiki/List_of_Princes_(VTM) ;;;;;;;;;;;;x
W_L_505091;http://whitewolf.wikia.com/wiki/Bela_Rusenko ;;;;;;;;;;;;x
W_L_505092;http://whitewolf.wikia.com/wiki/Etienne_de_Fauberg%C3%A9 ;;;;;;;;;;;;x
W_L_505093;http://whitewolf.wikia.com/wiki/Sha%27hiri ;;;;;;;;;;;;x
W_L_505094;http://whitewolf.wikia.com/wiki/Nakhthorheb ;;;;;;;;;;;;x
W_L_505095;http://whitewolf.wikia.com/wiki/Tanit ;;;;;;;;;;;;x
W_L_505096;http://whitewolf.wikia.com/wiki/Julia_Antasia ;;;;;;;;;;;;x
W_L_505001;http://whitewolf.wikia.com/wiki/Caine ;;;;;;;;;;;;x
W_L_505002;http://whitewolf.wikia.com/wiki/Lilith_(cWOD) ;;;;;;;;;;;;x
W_L_505100;http://whitewolf.wikia.com/wiki/Joachim ;;;;;;;;;;;;x
W_L_505101;http://whitewolf.wikia.com/wiki/Dobrul_the_Brave ;;;;;;;;;;;;x
W_L_505097;http://whitewolf.wikia.com/wiki/Narses ;;;;;;;;;;;;x
W_L_505098;http://whitewolf.wikia.com/wiki/Alfonzo_of_Venice ;;;;;;;;;;;;x
W_L_505099;http://whitewolf.wikia.com/wiki/Guilelmo_Aliprando ;;;;;;;;;;;;x
W_L_505080;http://whitewolf.wikia.com/wiki/H%C3%A9l%C3%A8ne_la_Juste ;;;;;;;;;;;;x
W_L_505081;http://whitewolf.wikia.com/wiki/Isouda_de_Blaise ;;;;;;;;;;;;x
W_L_505082;http://whitewolf.wikia.com/wiki/Alexander_(Ventrue) ;;;;;;;;;;;;x
W_L_505079;http://whitewolf.wikia.com/wiki/Etienne_de_Poitiers ;;;;;;;;;;;;x
W_L_505083;http://whitewolf.wikia.com/wiki/Saint_Regis ;;;;;;;;;;;;x
W_L_505055;http://whitewolf.wikia.com/wiki/Odin,_The_All-High ;;;;;;;;;;;;x
W_L_505051;http://whitewolf.wikia.com/wiki/Michael_(Toreador) ;;;;;;;;;;;;x
W_L_505022;http://whitewolf.wikia.com/wiki/Tremere_(Founder) ;;;;;;;;;;;;x
W_L_505021;http://whitewolf.wikia.com/wiki/Tzimisce_(Antediluvian) ;;;;;;;;;;;;x
W_L_505020;http://whitewolf.wikia.com/wiki/Ravnos_Antediluvian ;;;;;;;;;;;;x
W_L_505017;http://whitewolf.wikia.com/wiki/Cappadocius ;;;;;;;;;;;;x
W_L_505016;http://whitewolf.wikia.com/wiki/Troile ;;;;;;;;;;;;x
W_L_505015;http://whitewolf.wikia.com/wiki/Brujah_Antediluvian ;;;;;;;;;;;;x
W_L_505014;http://whitewolf.wikia.com/wiki/Ventru ;;;;;;;;;;;;x
W_L_505013;http://whitewolf.wikia.com/wiki/Ennoia ;;;;;;;;;;;;x
W_L_505012;http://whitewolf.wikia.com/wiki/Set_(VTM) ;;;;;;;;;;;;x
